Kinases (NCBI_Gene_symbol),Entrez Gene_ID (Kinase),description,type_of_gene,map_location, Substrate (NCBI_Gene_symbol),Entrez Gene_ID (Substrate),description,type_of_gene,map_location
CAMK2D,817,calcium/calmodulin-dependent protein kinase II delta,protein-coding,4q26,PRKCD,5580,"protein kinase C, delta",protein-coding,3p21.31
CAMK2D,817,calcium/calmodulin-dependent protein kinase II delta,protein-coding,4q26,CTTN,2017,cortactin,protein-coding,11q13
CAMK2D,817,calcium/calmodulin-dependent protein kinase II delta,protein-coding,4q26,PRKACA,5566,"protein kinase, cAMP-dependent, catalytic, alpha",protein-coding,19p13.1
CAMK2D,817,calcium/calmodulin-dependent protein kinase II delta,protein-coding,4q26,HDAC4,9759,histone deacetylase 4,protein-coding,2q37.3
CAMK2G,818,calcium/calmodulin-dependent protein kinase II gamma,protein-coding,10q22,ETS1,2113,v-ets erythroblastosis virus E26 oncogene homolog 1 (avian),protein-coding,11q23.3
CAMK2G,818,calcium/calmodulin-dependent protein kinase II gamma,protein-coding,10q22,UHMK1,127933,U2AF homology motif (UHM) kinase 1,protein-coding,1q23.3
CAMK2G,818,calcium/calmodulin-dependent protein kinase II gamma,protein-coding,10q22,CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2
CAMK2G,818,calcium/calmodulin-dependent protein kinase II gamma,protein-coding,10q22,PRKACA,5566,"protein kinase, cAMP-dependent, catalytic, alpha",protein-coding,19p13.1
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,KRT8,3856,keratin 8,protein-coding,12q13
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,CSRP3,8048,cysteine and glycine-rich protein 3 (cardiac LIM protein),protein-coding,11p15.1
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,CAMK1,8536,calcium/calmodulin-dependent protein kinase I,protein-coding,3p25.3
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,HNRNPL,3191,heterogeneous nuclear ribonucleoprotein L,protein-coding,19q13.2
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,CAMK2A,815,calcium/calmodulin-dependent protein kinase II alpha,protein-coding,5q32
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,SOX10,6663,SRY (sex determining region Y)-box 10,protein-coding,22q13.1
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,QDPR,5860,quinoid dihydropteridine reductase,protein-coding,4p15.31
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,PLCB3,5331,"phospholipase C, beta 3 (phosphatidylinositol-specific)",protein-coding,11q13
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,FLNA,2316,"filamin A, alpha",protein-coding,Xq28
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,NEUROD1,4760,neuronal differentiation 1,protein-coding,2q32
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,PEA15,8682,phosphoprotein enriched in astrocytes 15,protein-coding,1q21.1
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,NFATC4,4776,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4",protein-coding,14q11.2
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,DLG1,1739,"discs, large homolog 1 (Drosophila)",protein-coding,3q29
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,ATP2A2,488,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2",protein-coding,12q24.11
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,HDAC5,10014,histone deacetylase 5,protein-coding,17q21
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,PPP2R5D,5528,"protein phosphatase 2, regulatory subunit B', delta",protein-coding,6p21.1
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,VPS72,6944,vacuolar protein sorting 72 homolog (S. cerevisiae),protein-coding,1q21
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,GFAP,2670,glial fibrillary acidic protein,protein-coding,17q21
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,ADCY3,109,adenylate cyclase 3,protein-coding,2p23.3
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,GRIA1,2890,"glutamate receptor, ionotropic, AMPA 1",protein-coding,5q31.1
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,TH,7054,tyrosine hydroxylase,protein-coding,11p15.5
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,KCND2,3751,"potassium voltage-gated channel, Shal-related subfamily, member 2",protein-coding,7q31
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,RELA,5970,v-rel reticuloendotheliosis viral oncogene homolog A (avian),protein-coding,11q13
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,PLN,5350,phospholamban,protein-coding,6q22.1
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,CEBPB,1051,"CCAAT/enhancer binding protein (C/EBP), beta",protein-coding,20q13.1
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,PPP1R14A,94274,"protein phosphatase 1, regulatory (inhibitor) subunit 14A",protein-coding,19q13.1
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,CREB1,1385,cAMP responsive element binding protein 1,protein-coding,2q34
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,HSF1,3297,heat shock transcription factor 1,protein-coding,8q24.3
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,PHB2,11331,prohibitin 2,protein-coding,12p13
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,CFL2,1073,cofilin 2 (muscle),protein-coding,14q12
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,SPR,6697,"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)",protein-coding,2p14-p12
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,KRT18,3875,keratin 18,protein-coding,12q13
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,STMN1,3925,stathmin 1,protein-coding,1p36.11
CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3,RNPS1,10921,"RNA binding protein S1, serine-rich domain",protein-coding,16p13.3
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,DDX25,29118,DEAD (Asp-Glu-Ala-Asp) box helicase 25,protein-coding,11q24
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,ZYX,7791,zyxin,protein-coding,7q32
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,MBNL3,55796,muscleblind-like splicing regulator 3,protein-coding,Xq26.2
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,CEP250,11190,centrosomal protein 250kDa,protein-coding,20q11.22
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,MDM4,4194,Mdm4 p53 binding protein homolog (mouse),protein-coding,1q32
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,PSMA6,5687,"proteasome (prosome, macropain) subunit, alpha type, 6",protein-coding,14q13
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,HLCS,3141,holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase),protein-coding,21q22.13
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,CAMK1,8536,calcium/calmodulin-dependent protein kinase I,protein-coding,3p25.3
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,BRSK1,84446,BR serine/threonine kinase 1,protein-coding,19q13.4
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,CSRP3,8048,cysteine and glycine-rich protein 3 (cardiac LIM protein),protein-coding,11p15.1
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,HDAC7,51564,histone deacetylase 7,protein-coding,12q13.1
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,IRF3,3661,interferon regulatory factor 3,protein-coding,19q13.3-q13.4
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,PPP1R13L,10848,"protein phosphatase 1, regulatory subunit 13 like",protein-coding,19q13.32
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,CAMK1D,57118,calcium/calmodulin-dependent protein kinase ID,protein-coding,10p13
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,PPP5C,5536,"protein phosphatase 5, catalytic subunit",protein-coding,19q13.3
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,SERBP1,26135,SERPINE1 mRNA binding protein 1,protein-coding,1p31
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,CLK1,1195,CDC-like kinase 1,protein-coding,2q33
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,ASAP2,8853,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2",protein-coding,2p25|2p24
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,PSPC1,55269,paraspeckle component 1,protein-coding,13q12.11
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,CARHSP1,23589,"calcium regulated heat stable protein 1, 24kDa",protein-coding,16p13.2
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,SRXN1,140809,sulfiredoxin 1,protein-coding,20p13
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,SMPX,23676,"small muscle protein, X-linked",protein-coding,Xp22.1
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,NEUROD1,4760,neuronal differentiation 1,protein-coding,2q32
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,PPP1R8,5511,"protein phosphatase 1, regulatory subunit 8",protein-coding,1p35.3
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,PSMC3,5702,"proteasome (prosome, macropain) 26S subunit, ATPase, 3",protein-coding,11p11.2
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,BCL3,602,B-cell CLL/lymphoma 3,protein-coding,19q13.1-q13.2
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,CAMK4,814,calcium/calmodulin-dependent protein kinase IV,protein-coding,5q21.3
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,FHL2,2274,four and a half LIM domains 2,protein-coding,2q12.2
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,CSDC2,27254,"cold shock domain containing C2, RNA binding",protein-coding,22q13.2
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,RUVBL2,10856,RuvB-like 2 (E. coli),protein-coding,19q13.3
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,PRKAA1,5562,"protein kinase, AMP-activated, alpha 1 catalytic subunit",protein-coding,5p12
CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2,PCBD1,5092,pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha,protein-coding,10q22
CAMKK2,10645,"calcium/calmodulin-dependent protein kinase kinase 2, beta",protein-coding,12q24.2,TUFM,7284,"Tu translation elongation factor, mitochondrial",protein-coding,16p11.2
CAMKK2,10645,"calcium/calmodulin-dependent protein kinase kinase 2, beta",protein-coding,12q24.2,TRIP10,9322,thyroid hormone receptor interactor 10,protein-coding,19p13.3
CAMKK2,10645,"calcium/calmodulin-dependent protein kinase kinase 2, beta",protein-coding,12q24.2,PRKAR1A,5573,"protein kinase, cAMP-dependent, regulatory, type I, alpha",protein-coding,17q23-q24
CAMKK2,10645,"calcium/calmodulin-dependent protein kinase kinase 2, beta",protein-coding,12q24.2,CAMKK1,84254,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",protein-coding,17p13.2
CAMKK2,10645,"calcium/calmodulin-dependent protein kinase kinase 2, beta",protein-coding,12q24.2,RAP1A,5906,"RAP1A, member of RAS oncogene family",protein-coding,1p13.3
CAMKK2,10645,"calcium/calmodulin-dependent protein kinase kinase 2, beta",protein-coding,12q24.2,PIK3C3,5289,"phosphatidylinositol 3-kinase, catalytic subunit type 3",protein-coding,18q12.3
CAMKK2,10645,"calcium/calmodulin-dependent protein kinase kinase 2, beta",protein-coding,12q24.2,CDK16,5127,cyclin-dependent kinase 16,protein-coding,Xp11
CAMKK2,10645,"calcium/calmodulin-dependent protein kinase kinase 2, beta",protein-coding,12q24.2,PRKAA1,5562,"protein kinase, AMP-activated, alpha 1 catalytic subunit",protein-coding,5p12
CAMKK2,10645,"calcium/calmodulin-dependent protein kinase kinase 2, beta",protein-coding,12q24.2,NEUROD1,4760,neuronal differentiation 1,protein-coding,2q32
CAMKK2,10645,"calcium/calmodulin-dependent protein kinase kinase 2, beta",protein-coding,12q24.2,PRKACA,5566,"protein kinase, cAMP-dependent, catalytic, alpha",protein-coding,19p13.1
CASK,8573,calcium/calmodulin-dependent serine protein kinase (MAGUK family),protein-coding,Xp11.4,NRXN1,9378,neurexin 1,protein-coding,2p16.3
CDC42BPA,8476,CDC42 binding protein kinase alpha (DMPK-like),protein-coding,1q42.11,MYL9,10398,"myosin, light chain 9, regulatory",protein-coding,20q11.23
CDC7,8317,cell division cycle 7,protein-coding,1p22,PSIP1,11168,PC4 and SFRS1 interacting protein 1,protein-coding,9p22.3
CDC7,8317,cell division cycle 7,protein-coding,1p22,RAD18,56852,RAD18 homolog (S. cerevisiae),protein-coding,3p25-p24
CDC7,8317,cell division cycle 7,protein-coding,1p22,MCM2,4171,minichromosome maintenance complex component 2,protein-coding,3q21
CDK19,23097,cyclin-dependent kinase 19,protein-coding,6q21,EIF3F,8665,"eukaryotic translation initiation factor 3, subunit F",protein-coding,11p15.4
CDK19,23097,cyclin-dependent kinase 19,protein-coding,6q21,PAK1,5058,p21 protein (Cdc42/Rac)-activated kinase 1,protein-coding,11q13-q14
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,SETDB1,9869,"SET domain, bifurcated 1",protein-coding,1q21
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,KDM2A,22992,lysine (K)-specific demethylase 2A,protein-coding,11q13.2
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,SPAG9,9043,sperm associated antigen 9,protein-coding,17q21.33
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,NDE1,54820,nudE nuclear distribution E homolog 1 (A. nidulans),protein-coding,16p13.11
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,GTF2F1,2962,"general transcription factor IIF, polypeptide 1, 74kDa",protein-coding,19p13.3
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,NPAT,4863,"nuclear protein, ataxia-telangiectasia locus",protein-coding,11q22-q23
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,EIF2A,83939,"eukaryotic translation initiation factor 2A, 65kDa",protein-coding,3q25.1
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,NELFA,7469,negative elongation factor complex member A,protein-coding,4p16.3
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,IMPDH2,3615,IMP (inosine 5'-monophosphate) dehydrogenase 2,protein-coding,3p21.2
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,TP53BP1,7158,tumor protein p53 binding protein 1,protein-coding,15q15-q21
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,MTA2,9219,"metastasis associated 1 family, member 2",protein-coding,11q12-q13.1
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,SUPT6H,6830,suppressor of Ty 6 homolog (S. cerevisiae),protein-coding,17q11.2
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,LRWD1,222229,leucine-rich repeats and WD repeat domain containing 1,protein-coding,7q22.1
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,ELAVL1,1994,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)",protein-coding,19p13.2
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,RPS27,6232,ribosomal protein S27,protein-coding,1q21
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,APC,324,adenomatous polyposis coli,protein-coding,5q21-q22
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,SNRNP70,6625,small nuclear ribonucleoprotein 70kDa (U1),protein-coding,19q13.3
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,CHD7,55636,chromodomain helicase DNA binding protein 7,protein-coding,8q12.2
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,DHX38,9785,DEAH (Asp-Glu-Ala-His) box polypeptide 38,protein-coding,16q22
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,HMGA1,3159,high mobility group AT-hook 1,protein-coding,6p21
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,PDS5B,23047,"PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)",protein-coding,13q12.3
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,TANC1,85461,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1",protein-coding,2q24.2
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,SRSF11,9295,serine/arginine-rich splicing factor 11,protein-coding,1p31
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,THRAP3,9967,thyroid hormone receptor associated protein 3,protein-coding,1p34.3
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,SIRT2,22933,sirtuin 2,protein-coding,19q13
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,ZMYM3,9203,"zinc finger, MYM-type 3",protein-coding,Xq13.1
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,QTRT1,81890,queuine tRNA-ribosyltransferase 1,protein-coding,19p13.3
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,TK1,7083,"thymidine kinase 1, soluble",protein-coding,17q23.2-q25.3
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,ZC3HC1,51530,"zinc finger, C3HC-type containing 1",protein-coding,7q32.2
CDK2,1017,cyclin-dependent kinase 2,protein-coding,12q13,ITGB3BP,23421,integrin beta 3 binding protein (beta3-endonexin),protein-coding,1p31.3
