Approved	Alias
LINC01486	LINC01486
CDKN2AIPNL	C2AIL
C6ORF58	LEG1H
C9ORF85	MGC61599
ACO2	ACONM
MIR381HG	NCRNA00225
ADAMTS13	FLJ42993
C15ORF54	FLJ39531
TMEM151B	C6ORF137
MIR488	MIRN488
ZNF276	CENPZ
CEP97	LRRIQ2
HMGN2P12	HMGN2L12
SERPINB3	T4A
MIR600HG	NCRNA00287
SLC22A11	OAT4
VN1R101P	VN1R101P
RNU6523P	RNU6523P
MTCO1P55	MTCO1P55
NHSAS1	NHSAS1
RPS15AP4	RPS15AP4
CHI3L2	CHI3L2
LINC01370	HILNC25
CBS	HIP4
MED1	PPARGBP
NT5DC3	NT5DC3
RBPJ	IGKJRB
SAYSD1	FLJ11101
PSMG3AS1	KIAA1908
INTS1	DKFZP586J0619
APOL1	APOL1
TJP1	TJP1
SELENOP	SELENOP
NPM1	NPM1
BIN2P1	BIN2P1
BACE2	BACE2
PTRH1	PTRH1
PLBD2	PLBD2
RUFY1	H0YA47
GFM1	GFM1
MIR134	MIR134
MIR47761	HSAMIR47761
GABRB2	GABRB2
GPR89B	SH120
FKTN	FKTN
SNORD11524	SNORD11524
ENTPD3	HB6
DLK2	EGFL9
TRBV22OR92	TRBV22OR92
PPP1R2P1	PPP1R2P1
RPS2P9	RPS2P9
RNU42	RNU4B1
MIR516B1	HSAMIR516B1
PLPPR4	PHP1
SLIRP	C14ORF156
RN7SKP243	RN7SKP243
NME8	SPTRX2
VPS50	CCDC132
TRIR	MGC2803
RNF225	RNF225
PAQR7	PAQR7
ZNF16	ZNF16
KLRB1	CD161
MRPS21P6	MRPS21P6
PDCD1LG2	PDCD1LG2
FAM234B	KIAA1467
TRECTC171	TRNAGLUCTC171
TMEM216	MGC13379
PHF5A	SAP14B
GSDMC	GSDMC
IGHV3OR1613	IGHV3OR1613
ITSN2	PRO2015
HARS2	HARSR
OR7M1P	OR7M1P
OFD1	OFD1
CD83P1	HB15P
PTCHD3P1	PTCHD3P1
MIR29C	MIR29C
ATG16L1	ATG16L
BOLA2P2	BOLA2P2
LINC02314	LINC02314
DNMT1	DNMT1
AKAP13	HA3
IL6STP1	IL6STP
SSR4	SSRD
VIM2P	LNCRNACIR
MIR369	HSAMIR369
RRBP1	HES
LINC02233	LINC02233
COPS3	SGN3
CD163	M130
PTCHD3P2	PTCHD3P2
HMGN2P19	HMGN2P19
HEYL	BHLHB33
EFCAB3	EFCB3
KCNA1	KCNA1
YWHAQP1	YWHAQP
KITLG	SCF
FOXF1	FREAC1
MIR3115	HSAMIR3115
NTM	NTM
KANSL1	KIAA1267
PCP4	PCP4
SORBS1	SH3P12
IKZF4	IKZF4
HTR3C2P	HTR3C2P
PLAA	PLAA
ENO1	ENOA
OR2AT4	O2AT4
MSL3	MS3L1
RPL36A	L36A
RYK	RYK1
MIR450A1	HSAMIR450
IL1RL1	IL33R
SHH	HHG1
TAC3	TKNK
PSME2P6	PSME2P6
PCDHGA3	PCDHGAMMAA3
BORCS7	FLJ40752
ZNF514	FLJ14457
GRIPAP1	GRAP1
FAM238C	C10ORF51
MIR450B	MIRN450B
PLPP5	PLPP5
HNRNPKP1	HNRNPKP1
N4BP1	N4BP1
LILRB2	MIR10
ARHGAP18	BA307O14.2
SLCO2B1	OATP2B1
WDR5	SWD3
FAM189A2	X123
EIF2S2P1	EIF2S2P
RFPL4A	RFPL4A
RAB40C	RAB40C
BDKRB1	BKR1
POGLUT1	9630046K23RIK
LINC00240	LINC00240
RBM22P1	RBM22P1
TRTCGT31	TRNAT17
PDCD11	RRP5
H2AC3P	H2A/T
FERD3L	NTWIST
USP46	USP46
ZNF839	ZN839
COL4A5	ATS
TAL1	TCL5
ZKSCAN1	ZNF139
TWISTNB	TWISTNB
LINC01684	LNCJAM26
SLC25A15	ORNT1
MIR6779	MIR6779
SART1	SNUT1
PRKD1	PRKD1
GORASP1	GOLPH5
LINC01896	LINC01896
MIR4293	HSAMIR4293
SH2D1A	XLP
SLAIN1	SLAI1
MCTP1AS1	ENST00000503710
NR2C2AP	NR2CA
ZNF524	MGC23143
C20ORF204	DKFZP434G015
FKRP	MDC1C
MRPL58	ICT1
BAIAP2DT	BAIAP2AS1
FMO3	FMO3
SNORD11621	SNORD11621
LCT	LPH
CICP9	CICP9
HHATL	C3ORF3
PDHB	ODPB
RPL12P16	RPL12P16
RRP7BP	DJ222E13.2
NES	NES
ZKSCAN3	ZNF309
CCL17	SCYA17
IL21R	IL21R
WDR74	WDR74
RBM46	CT68
GUCY1B1	GUC1B3
HIGD1AP4	HIGD1AP4
TRBV241	TVBX1
CCDC166	CCDC166
TAP2	ABCB3
DDX6	HLR2
CDHR2	PCLKC
UNCX	UNC4
PACC1	FLJ10874
RPS6KA4	RSKB
RPL7AP32	RPL7AP32
ZFP91	ZNF757
NECAB3	SYTIP2
MUC2	MUC2
CDKN2BAS1	RP11145E5.4
AKR1C2	DDH2
CCN6	WISP3
SMARCA4	HSNF2B
CCL7	NC28
NUS1	TANGO14
RNU759P	RNU759P
NOTCH2P1	NOTCH2P1
IGLVIVOR221	IGLVIVOR221
RDH13	SDR7C3
RPL36AP29	RPL36AP29
EBF1	COE1
ZNF587B	Z587B
GMPR	GMPR1
NEURL2	NEUL2
LINC00903	LINC00903
ZNF326	FLJ20403
SMIM30	SMIM30
PHLDA2	PHLDA2
LINGO4	LIGO4
IQSEC2	KIAA0522
LRRC7	KIAA1365
H34	H3FT
POTEF	POTEF
SLCO2B1	OATPB
FBXW11P1	FBXW1BP1
SMCO4	SMCO4
TRSAGA24	TRSAGA24
LINC00463	AMER2AS1
AUNIP	AIBP
SEMA6A	SEMAQ
RNA5SP355	RNA5SP355
TRNGTT111	TRNAASNGTT111
MIR4754	MIR4754
OR5B1P	OR657
HOGA1	FLJ37472
DICER1AS1	DICER1AS1
HCFC1	HCF1
TRNGTT11	TRNGTT11
ERVH481	NDUFV3AS1
GTF2H1	GTF2H1
RPL17	L17
ATXN7L3	DKFZP761G2113
AGGF1	HSU84971
PLEKHM1P1	PLEKHM1P
A4GALT	P(K)
RNU6323P	RNU6323P
H6PD	G6PE
ORC5	ORC5P
SNAP25	SNAP
MIR323A	MIR323
CBX3P5	CBX3P5
LSP1	WP34
FBXO40	FBXO40
SAT2	SAT2
RNU6605P	RNU6605P
TOMM22P3	TOMM22P3
PRDX2	NKEFB
FAM13AAS1	NCRNA00039
LMNA	LMN1
GOLGA6L5P	GOLGA6L8
CES4A	FLJ37464
CENPBD1	CENPBD1
ZNF696	ZN696
PLOD1	LH1
RRP12	RRP12
CHURC1FNTB	CHURC1FNTB
CCDC150	CC150
RPS25	S25
TRIAP1	WF1
NOSTRIN	NOSTRIN
PACS2	PACS2
ERVK21	ERVK21
PCDHA5	PCDHALPHA5
OR5AW1P	OR5AW1P
NF2	ACN
TBC1D10C	EPI64C
MARCO	SCARA2
RPL5P6	RPL5P6
NPTN	GP65
ZC3H15	ZC3H15
LINC00538	PROX1UT
WEE2	WEE2
MIR99AHG	MONC
FTLP2	FTLL2
ZNF354C	ZNF354C
CD44	PGP1
SLC18A1	CGAT
PRDM10	PFM7
SNORD12C	U106
ATP5F1AP10	ATP5A1P10
SNHG20	NCRNA00338
SDIM1	SDIM1
RN7SKP227	RN7SKP227
MICOS10P1	MINOS1P1
AKNA	AKNA
OR1J1	OR1J1
TRVCAC61	TRNAV28
TBC1D7	FLJ32666
ING2	P33ING2
HMGA1P2	HMGA1P2
RPL7	HUML71
CEACAM1	CEAM1
PIGFP2	PIGFP2
TRAJ27	A0A075B6W6
RNU6694P	RNU6694P
DLK1	DELTA1
RYR1	RYR
SAE1	FLJ3091
LRRC17	H_RG318M05.3
MYO5BP3	MYO5BP3
SERPINC1	MGC22579
GPC5AS2	GPC5AS2
LMBRD1	LMBD1
HMGB3P2	HMGB3P2
PLEKHN1	DKFZP434H2010
RUFY2	RABIP4R
SYT7	SYT7
LINC00543	LINC00543
RNU61335P	RNU61335P
RNA5SP325	RNA5SP325
DHRSX	SDR7C6
CNGA3	ACHM2
MIR3671	MIR3671
CYP2U1	CYP2U1
MIR325HG	MIR384HG
SNORA6	SNORA6
SMPD2	SMPD2
TFE3	TFE3
TSN	BCLF1
IGHV342	IGHV342
CBLIF	TCN3
BMPR1A	BMPR1A
KIAA1324	K1324
CRLS1	CLS1
SPATS2L	SGNP
GABPB1	GABP1
UCP1	SLC25A7
MIA2	CTAGE5B
NIPBL	IDN3
FKBP9P1	FKBP9P1
ZNF398	ZER6
KCNK18	TRIK
TMEM208	TMEM208
RPL37AP2	RPL37AP2
SH3D19	SH3D19
OR11H2	C14ORF15
RAVER1	KIAA1978
SYF2P1	SYF2P
TACO1	CCDC44
SGCE	DYT11
VIM2P	RP11162L10.1
RPS26P1	RPS26P
CXADRP2	CXADRP2
CCDC83	CCD83
PTGES3P5	PTGES3P5
PPFIBP1	HSGT2P
RNU712P	RNU7100P
NXNL2	RDCVF2
DPH3	DELGIP1
CIDEB	CIDEB
RWDD3	DKFZP566K023
TEX15	CT42
RNA5SP54	RN5S54
CDKN1A	CAP20
NIPA2P5	NIPA2P5
RPL32P14	RPL32P14
TRDGTC81	TRDGTC81
NAMPTP3	NAMPTP3
POM121	DKFZP586P2220
IL18R1	IL1RRP
PFDN6	H2KE2
HIF1AN	DKFZP762F1811
FKBP11	FKBP11
RGP1	RGP1
CHRDL1	MGC1
PLPPR1	MGC26189
TRGTCC61	TRNAGLYTCC61
CARD16	CARD16
MIR4540	MIR4540
DNAJA4	DNAJA4
C11ORF16	CK016
TRHGTG19	TRNAH6
RIN3	RIN3
GTF2IP21	GTF2IP21
FCER1A	FCERA
IGLV218	IGLV218
ZNF32AS3	C10ORF44
MGAT5	MGAT5A
KCTD10P1	KCTD10P1
FAM21EP	FLJ31813
SLC43A3	SEEEG1
LIN7B	VELI2
DONSON	C2TA
OR2W6P	OR2W7P
H2BC3	H2B/F
PSMC1P10	PSMC1P10
ALX4	FPP
DNAJC3	ERDJ6
METTL2B	MET2B
CLUH	CLU1
TRQCTG42	TRQCTG42
TXNL4A	DIB1
RPRD1B	NET60
TRRTCT41	TRNAR16
SKP1	OCP2
FEZF2	FEZL
KPNA4	KPNA4
KCNJ11	KIR6.2
AIDA	AIDA
WAPL	WAPAL
LINC01088	LINC01088
SLC16A6	MOT7
NECAB3	DJ63M2.4
PCDHB7	PCDB7
SLC25A5P7	SLC25A5P7
TRVTAC31	TRNAV26
RN7SL769P	RN7SL769P
RN7SL664P	RN7SL664P
GUSBP2	SMAC3L2
MIR148A	MIRN148
RNU6921P	RNU6921P
CACNA1S	MHS5
APCS	SAMP
TP53INP1	DKFZP434M1317
BSPH1	BSP1
MSMP	MSMP
PGA3	PGA3
FRMD4A	KIAA1294
RNU676P	RNU676P
ATP6AP1L	VAS1L
MOAP1	MAP1
KRTAP101	KAP18.1
HIGD1B	CLST1124015
SUCLA2AS1	SUCLA2AS1
IGKV2D19	IGKV2D19
RAET1M	RAET1M
SNAPC4	SNPC4
DAND5	CKTSF1B3
NUDT11	HDIPP3BETA
TBCCD1	FLJ10560
FOXH1	FAST1
IL18RAP	IL18RAP
TRECTC151	TRNAGLUCTC151
MYH15	MYH15
MRTO4	MRTO4
ABCA17P	ABCA17P
FN1	FN1
SNORD19B	SNORD19B
STARD10	STA10
SLC27A1	FLJ00336
SEMA3E	SEMA3E
CYGB	HGB
RNU6131P	RNU6131P
FBP2	FBP2
CCNQP1	FAM58BP
TUNAR	HILNC78
ADGRG5	GPR114
MIR1243	MIR1243
H11	H1F1
TRQTTG32	TRQTTG32
ASMTLAS1	ASMTLAS1
C10ORF105	FLJ00245
TRBV211	TRBV211
ANKRD60	ANR60
MED17	MED17
RUNX3	RUNX3
RPL12P30	RPL12P30
TRGGCC21	TRNAGLYGCC21
COL6A4P1	COL6A4
TRRCCG12	TRNAARGCCG12
PCBP4	LIP4
DTNBP1	DTBP1
SNTG2	SNTG2
MIR5591	HSAMIR5591
TRVCAC11	TRNAV29
SLC8A2	NCX2
PAPLN	PAPLN
BRS3	BB3
RNA5SP18	RN5S18
RBMS2	SCR3
DUXAP9	FLJ39632
IGLV162	IGLV162
TRSGCT51	TRNASERGCT51
FAM9C	FAM9C
RPS29P15	RPS29P15
OR7E110P	OR912110
EQTN	SPACA8
MIR514A1	HSAMIR5141
MIR4688	MIR4688
TRAPPC2P2	SEDLP2
RNA5SP523	RN5S523
RNU11	U1
CSRP3	MLP
FBXO2	NFB42
TDGF1P2	TDGF1P2
ZNF718	ZNF718
DNAJC15	DNAJD1
KRT75	K2C75
AUNIP	C1ORF135
LRRC3	LRRC3DN
MRPS9	MRPS9
XKRYP3	XKRYP3
KCNN4	KCA3.1
ZDHHC7	ZDHHC7
CYCSP45	CYCSP45
HNRNPH1P3	HNRNPH1P3
SINHCAFP3	SINHCAFP3
PTBP2	NPTB
OR56B1	O56B1
KCNJ15	KIR1.3
TEN1	FLJ39785
PAEP	MGC142288
TRPC6P	TRPC6L
C2CD5	KIAA0528
TPT1P8	TPT1P8
POLR3D	POLR3D
LINC02234	LINC02234
ARX	MRXS1
GK5	GLPK5
GPHB5	GPB5
OR11H1	OR11H1
SLC8A2	KIAA1087
HMGN3	HMGN3
TRETTC151	TRETTC151
IGHV428	IGHV428
CCDC24	CCD24
LINC01839	LINC01839
FOXD2	FREAC9
TXNRD3	TGR
LINC00235	C16ORF10
PRKX	PRKX
OR5D3P	OR118C
HDAC5	NYCO9
HSPH1	HSPH1
CFHR1	CFHL1
BCKDK	BCKDK
LINC00570	NCRNAA5
ZC3H8	ZC3HDC8
UBA6	FLJ10808
MIR7843	MIR7843
AGMO	TMEM195
RPL17P9	RPL17P9
OR8K3	OR8K3
NR1I4	CAR2
HARS1	HARS
IFNGAS1	LINCRIFNG3'AS
LINC01144	TCONS_00000513
C16ORF46	CP046
ZNF702P	FLJ12985
ABHD11	WBSCR21
UBE2U	MGC35130
MTND4LP30	MTND4LP30
SLCO1B1	OATP1B1
RNA5SP491	RN5S491
GPT2	GPT2
PPP2R2B	SCA12
AKT3	PKBG
RPL12P1	RPL12P1
C4ORF47	C4ORF47
UBE2V1P5	UBE2V1P5
TMEM181	KIAA1423
GPC3	OCI5
TFPT	FB1
MTATP8	ATP8
EPB41L1	KIAA0338
FAM214B	KIAA1539
IL1F10	FKSG75
OR4Q3	OR4Q4
SEC31B	SC31B
C3ORF14	C3ORF14
PFKFB1	PFKFB1
ARHGEF37	ARH37
HTR5AAS1	HTR5AOS
LLPH	HLLP
MRPL42	MRPL31
ZZZ3	ZZZ3
SLC13A2	SLC13A2
EMC10	C19ORF63
ALDH3A2	ALDH10
PEBP4	CORK1
FANCB	FAB
WWC1	KIBRA
MAGEA4	MAGE4A
ASCC1	ASC1P50
IGLVIV64	IGLV(IV)64
TRRAP	TRA1
DUTP8	DUTP8
ARHGAP17	FLJ13219
ZNF548	ZN548
C12ORF76	CL076
CCN2	IGFBP8
ZNF355P	ZNF355P
FTOIT1	FTOIT1
MPP7DT	MPP7DT
SEPTIN14P6	SEPTIN14P6
RPL7AP73	RPL7AP73
ROCR	LINC02095
NDFIP1	MGC10924
ZBTB38	CIBZ
ARX	MRX33
ABHD14A	DORZ1
SLC22A7	OAT2
TNRC17	CAGL234
BOK	BCL2L9
SLC16A7	MCT2
TRGGCC51	TRNAG20
DUSP12	YVH1
RNU6271P	RNU6271P
HAUS2	C15ORF25
ZC3H8	FLIZ1
HMBS	A0A3B3IU56
NUBPL	HUIND1
RN7SL198P	RN7SL198P
LRWD1	LRWD1
SNORD11613	HBII8513
CEACAMP2	CEACAMP2
TRIM39RPP21	TRIM39RPP21
IZUMO3	IZUM3
SMCO1	FLJ41923
KLK15	HSRNASPH
VPS33BDT	VPS33BDT
MIR374A	MIRN374A
EZRAS1	EZRAS1
RPS3AP7	RPS3AP7
C14ORF119	C14ORF119
FLCN	FLCN
ZNRD1ASP	HCG8
RHOT1P1	RHOT1P1
CLIP3	RSNL1
PLA2G6	PARK14
PRG4	HAPO
CRISP1	AEGL1
CYB5R4	DJ676J13.1
MIR548E	MIRN548E
MIR3619	MIR3619
ADAMTSL4	ADAMTSL4
DUS2	DUS2
CHMP1BAS1	CHMP1BAS1
IFNNP1	IFNNP1
SCN5A	LQT3
INSYN1	INSY1
GAL3ST3	G3ST3
LAMTOR5AS1	LAMTOR5AS1
GDF5	CDMP1
NPM1P10	NPM1P10
FABP5P7	FABP5P7
IGKV1D33	KVD33
ABTB1	BPOZ
CDAN3	CDAIII
RPL12P47	RPL12P47
ENKUR	CFAP106
OAS1	OIASI
APC	DP2.5
TTC17	FLJ10890
IGLL1	14.1
NTHL1	NTH1
MED1	TRAP220
TTC3P1	TTC3L
TRIQK	DKFZP779L1068
RABIF	RASGRF3
COBL	KIAA0633
ELF2	ELF2
LINC01928	LINC01928
MIR190A	MIR190A
RPL37P9	RPL37P9
MS4A8	MS4A8B
ADAM10	HST18717
ADGRF5P1	ADGRF5P1
OR7E26P	OR151
KRTAP103	KRTAP183
ZNF423	ZNF423
ERV31	HERVR
HMGN1P29	HMGN1P29
UBR3	KIAA2024
C1ORF115	FLJ14146
EFNB2	MGC126228
LINC00958	LINC00958
U2AF1L4	U2AF1L4
HEXDIT1	HEXDCIT1
DNAH11	DNAHBL
SETDB2	CLLL8
CNPY4	CNPY4
GNRHR2	GNRHR2
RNU675P	RNU675P
TRIB1	TRB1
SDAD1P1	SDAD1P1
TMEM176B	T176B
WDR35	KIAA1336
MIR13024	MIR13024
EDEM2	EDEM2
KRT18P2	KRT18P2
LRRC37A	L37A1
ADAM3A	CYRN1
LINC00937	LINC00937
MRPS17P7	MRPS17P7
DCAF16	DCAF16
MAD2L1BP	KIAA0110
CEP57	TSP57
RNF225	RN225
TRIM60P8Y	TRIM60P8Y
PLCH1	PLCL3
CRX	CORD2
DDIT4L	REDD2
HS6ST2	H6ST2
PRELID3B	SLMO2
ELOCP4	ELOCP4
SEPTIN14P10	SEPTIN14P10
TGIF1	HPE4
LAPTM4A	MBNT
R3HDML	CRSPL
NMTRPTGG11	NMTTRNAPROTGG11
SLC9A9	NHE9
FAM160B2	F16B2
EIF4EBP1P1	EIF4EBP1P1
HSF5	HSF5
FAM71F2	F71F2
CHL1	MGC132578
CNKSR3	CNKR3
TEAD1	TEAD1
AIRE	APECED
SCFD1	SLY1
SPAG16	FLJ22724
CRNDE	LINC00180
RNA5SP476	RNA5SP476
RNA28S5	RN28S1
NUP50P3	NUP50P3
DPPA2P4	DPPA2P4
MIR4253	HSAMIR4253
FAM178B	LOC51252
KLHL38	KLH38
MIR31793	HSAMIR31793
CDRT15P1	CDRT15P1
TRMT61A	GCD14
RACK1	H12.3
DEC1	DEC1
SPART	SPART
RNU6603P	RNU6825P
OR13D3P	OR13D3P
PARK10	PARK10
ELL2P3	ELL2P3
DAP3P1	DAP3P
RASSF2	CENP34
RNA5SP446	RN5S446
GTF2E1	FE
TRFGAA71	TRNAPHEGAA71
AKR1C6P	AKR1C6P
KRASP1	KRAS1P
BCYRN1	LINC00004
CRHR1	CRHR
TMEM240	C1ORF70
PSMD11	RPN6
C11ORF80	FLJ22531
TRGCCC71	TRNAGLYCCC71
OSTF1P1	OSTF1P
MIR17HG	MIRH1
PLAA	FLJ11281
KCNG4	KCNG4
ANGEL2	ANGEL2
GHITM	MY021
SLC24A1	SLC24A1
STAT5A	STAT5
PPP4R3C	SMEK3P
DHRS7C	DRS7C
DNM1P33	DNM1DN72
FANCC	FACC
KIAA1211L	KIAA1211L
AP2M1	CLAPM1
YWHAZP3	YWHAZP3
PIDD1	PIDD1
CCNO	UDG2
NMB	MGC2277
SLC44A1	CDW92
DNM2	CMT2M
MYO9A	FLJ11061
C19ORF73	C19ORF73
SLC16A1AS1	SLC16A1AS1
TAT	ATTY
FEM1C	FEM1C
RBM33	RBM33
GLRXP1	GLRXP
SLC15A3	SLC15A3
SPATA16	SPT16
CCT7P2	CCT7P2
TMEM117	TMEM117
MIR514A1	MIR514A1
PSLNR	LA16C83F12.6
ISCA2	ISA2
SNX18P7	SNX18P7
HERPUD1	SUP
ACP2	ACP2
DHX8	PRP22
TTC9B	FLJ30373
ZNF131	ZN131
IRF1AS1	IRF1AS1
RPS23P8	RPS23P8
ZNF197	ZSCAN41
TMSB4XP5	TMSB4XP5
MRPL10	MRPL10
TRAV39	TVA39
CLIP1AS1	CLIP1AS1
CITED2	MRG1
AASDHPPT	AASDPPT
SERTAD2	SEI2
TMEM18	DKFZP434C1714
RNU5F4P	RNU5F4P
CCDC102A	CCDC102A
PAFAH1B1	MDCR
RNU6370P	RNU6370P
RANBP2	ANE1
MIER1	KIAA1610
GOLGA2	GOLGA2
MT2P1	MT2P1
TRIM44	MC7
ATP6V0D1	VPATPD
EMSY	C11ORF30
SPACA9	MAST
RIPPLY3P1	DSCR6P1
NAA80	NAA80
SNORA70D	U70D
FGFBP2	FGFP2
CACNG2	MGC138504
TRIO	ARHGEF23
CGREF1	CGRE1
LINC02798	LINC02798
SEPTIN14P21	SEPT14P21
RTBDN	RTBDN
LINC02641	LINC02641
RPEP3	RPEP3
MRPL46	H0YN64
CHSY1	CHSY1
C9ORF170	FLJ45537
HIF1AN	HIF1AN
SCARNA1	ACA35
NEXN	NELIN
TMEM68	TMM68
ATP11AUN	SMABLO1
MKRN3	ZNF127
GPR37L1	ETBRLP2
MRC2	CLEC13E
OR7E37P	OR7E37P
MTHFD1	MTHFC
ERG	ERG3
TWIST1	BPES2
GPRC5B	GPC5B
OPALIN	OPALIN
C2ORF72	C2ORF72
C8ORF82	MGC70857
AKAP8	AKAP8
SLC25A32	MFTC
ERVK36	HML6C19A
RRH	PEROPSIN
SNORD59B	SNORD59B
GAPDHP58	GAPDHP58
SEH1L	SEH1B
MTND5P18	MTND5P18
NEK4	PP12301
RPF2	FLJ21087
TRIM27	RNF76
KLHL7	SBBI26
RNU6436P	RNU6436P
DYNLL1	HDLC1
NSUN5P1	NSUN5P1
WWOX	SDR41C1
MIR382	MIRN382
IGFLR1	IGFR1
EI24P2	EI24P2
TRPM1	TRPM1
RNU11	RNU1
ATAD2	PRO2000
YWHAZP5	YWHAZP5
LINC00500	LINC00500
MIR647	MIRN647
ZNF280D	ZNF634
NOXA1	SDCCAG31
OR7E18P	TPCR26
ORM1	A1AG1
DHRS4L1	DHRS4L1
HNRNPH3	HNRNPH3
KCNA7	HAK6
CD99P1	MIC2R
SFT2D1	MGC19825
SLC2A1	SLC2A1
TMEM238L	TMEM238L
MYH7	MYH7
TNKS2	TNKS2
GJB6	EDH
RPS17P17	RPS17P17
CTBP2P7	CTBP2P7
SNRPF	RUXF
MIR4681	HSAMIR4681
C2ORF69P3	C2ORF69P3
TRLCAG17	TRNAL26
BDH1	BDH1
ATP10D	KIAA1487
GEMIN6	FLJ23459
RNF169	KIAA1991
PHKG1P3	PHKG1P3
MTND2P9	MTND2P9
BOD1L1	FAM44A
IGLV331	IGLV331
GGTA2P	GLYT3
GAPDHP1	GAPDHL2
MUC12	MUC11
KRTAP910P	KRTAP910P
EXOC6B	EXOC6B
SPAG4	CT127
LCT	LCT
ICOSLG	B7H2
XPNPEP1	XPP1
H2AZ2	MGC1947
PARD3B	ALS2CR19
CACNA1A	FHM
TRPC7AS2	TRPC7AS2
OPN1LW	COD5
HSP90AA2P	HSPCAL3
EFCAB9	EFCB9
SELL	LNHR
PRELID3BP11	PRELID3BP11
MRM1	FLJ22578
NUP160	NUP160
GABRG1	GABRG1
AQP4AS1	AQP4AS1
HOXA11AS	HOXA11S
P4HTM	P4HTM
NUTM2AAS1	FAM22AAS1
BNIP5	CF222
LINC00865	LINC00865
KRT223P	KRT223P
CFAP47	RP1311B7.1
WDR55	WDR55
SMIM20	SMIM20
CYLD	KIAA0849
GRPEL2AS1	RP11394O4.4
AGPAT1	AGPAT1
BGLAP	BGLAP
TRIM49D1	A0A087WVN7
BLVRB	FLR
KCNJ12	HIRK1
OR7A3P	OR7A12P
ZPBP	SP38
SIGLECL1	FLJ40235
OR4F29	OR4F29
NME2P1	NME2P1
C5AR2	C5L2
TRAPPC10	EHOC1
TSPAN18	TSPAN
OR2T34	OR2T34
TRLAAG81	TRNAL33
VEZT	DKFZP761C241
OR5M2P	OR5M2P
BCL11A	HBFQTL5
SLC45A3	PCANAP6
TSPY9P	A0A494C1R9
PCDHB14	PCDBE
DROSHA	HSA242976
SPNS1	SPNS1
USP32	NYREN60
PLPPR5	PLPR5
RCSD1	CAPZIP
DTX4	DTX4
MIR8078	HSAMIR8078
SUGT1P1	SUGT1P1
ANP32A	C15ORF1
POMC	NPP
LSM7	YNL147W
TMEM175	MGC4618
ALG8	MGC2840
LMF2	TMEM153
RNF138P2	RNF138P2
C1GALT1	C1GLT
UBE2E1	UBE2E1
PRAMEF22	PRAMEF22
OR8B4	OR8B4
MIR876	MIRN876
NTAN1P1	NTAN1P1
MHS6	MHS6
TAAR8	TRAR5
ARAP3	CENTD3
RPL12P41	RPL12P41
SDC3	SYND3
ABCC11	ABCC11
PCMTD2	FLJ10883
RPS6KC1	HUMS6PKH1
AK3	AK3L1
KIR2DL4	15.212
DHTKD1	DKFZP762M115
LINC00315	NCRNA00315
THAP12P4	THAP12P4
SCZD4	SCZD4
MIR554	MIR554
TGM6	DJ734P14.3
FAM182A	BB329D4.1
NME1	NM23H1
HAUS6	DGT6
PRR20D	PR20D
EIF2B4	EI2BD
POC1BAS1	POC1BAS1
BRINP1	BRNP1
VCX2	VCX2R
IGSF21	MGC15730
MIR6851	HSAMIR6851
YWHAQP3	YWHAQP3
FUNDC2	FUNDC2
TCFL5	FIGLB
UBE2S	UBE2S
SNORD70	SNORD70A
MAFA	MAFA
HBB	HBB
HRH4	GPCR105
GP5	GP5
TOLLIPAS1	TOLLIPAS1
DAZAP2P1	DAZAP2P1
OR10G1P	OR10G1P
CD84	MCD84
OR4K11P	OR4K11P
CRYGFP	CRYG6
ACSL4	ACS4
CRP	PTX1
ZNF107	ZFD25
ATP13A4	AT134
SLC30A1	ZNT1
STKLD1	C9ORF96
NR1I2	NR1I2
SCYL1	TEIF
LINC01352	LINC01352
NPFFR1	OT7T022
RNA5SP61	RN5S61
CARMIL2	LRRC16C
TRABD2B	TIKI2
LUARIS	LNCRNA#32
PLCG1	PLC148
NDUFA4	MLRQ
CUX2	CUTL2
RNU6376P	RNU6376P
TRAPPC9	KIAA1882
CABS1	C4ORF35
LINC02665	LINC02665
FBXO32	MAFBX
TNKS	PARP5A
ABCD2	ALDL1
LIPG	EDL
MAD2L1	HSMAD2
SULF1	KIAA1077
PLA2G4A	PA24A
SRRM4	NSR100
CNTD1	CNTD1
NIPA1	MGC35570
CENPU	PBIP1
TNFAIP2	TNFAIP2
SEC16B	LZTR2
FAM218A	FAM218A
ANKRD20A11P	C21ORF81
TRQTTG71	TRNAGLNTTG71
IL12A	NKSF1
THRSP	LPGP
MIR46501	HSAMIR46501
PRDM16	PRD16
RAX	RAX
VN2R3P	VN2R3P
RNA5SP519	RN5S519
PRDM10	PRD10
NUDT16	NUDT16
CENPU	KLIP1
LINC00891	LINC00891
HSPD1P16	HSPD113P
RNVU115	RNVU116
SNX1	HST17379
LINC01589	TCONS_00029353
TRIM74	TRIM74
CHAC1	CHAC1
POLRMT	POLRMT
CRPPAAS1	CRPPAAS1
TUBGCP2	TUBGCP2
KRT76	K22O
EFS	CASS3
BEST1	BEST1
TBL1XR1	TBL1R
ZNF546	ZNF546
HSP90AA4P	HSPCAL2
FBXL18	FBXL18
SLC2A10	GLUT10
SCN5A	HH1
DNM2	DYN2
C10ORF99	CSBF
SERBP1P2	SERBP1P2
SNRPB2	U2B''
IQGAP1	KIAA0051
ZNF91	HPF7
SPIDR	KIAA0146
ADI1	MTCBP1
CBARP	DOS
